z,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
                              47,    0.000000000033702495975965114,    0.000000000032397772847762087,     0.00000000003114529760488284,     0.00000000002994285818962744,     0.00000000002878834612547393,    0.000000000027679750544884264,     0.00000000002661515263242647,    0.000000000025592720454603665,    0.000000000024610704252582982,     0.00000000002366743220129099,    0.000000000022761306555366228,     0.00000000002189080008681234,    0.000000000021054452741740528,    0.000000000020250868471735696,    0.000000000019478712216115575,     0.00000000001873670702341297
                              48,     0.00000000003643048729577554,     0.00000000003501946648533905,    0.000000000033665095491765037,     0.00000000003236496400865819,     0.00000000003111677647673918,     0.00000000002991834466283825,    0.000000000028767580769991765,    0.000000000027662491232704642,    0.000000000026601171432130142,    0.000000000025581801214261405,     0.00000000002460264095192686,    0.000000000023662027929648738,    0.000000000022758372916500378,     0.00000000002189015686243428,    0.000000000021055927696061445,    0.000000000020254297222739467
                              49,     0.00000000003933171525027892,     0.00000000003780513293804968,     0.00000000003634010715048627,    0.000000000034934006847935273,    0.000000000033584326685172776,     0.00000000003228867799365941,     0.00000000003104478009718644,     0.00000000002985045341366041,    0.000000000028703614336489865,    0.000000000027602271171620722,    0.000000000026544520523573163,    0.000000000025528543807194162,    0.000000000024552603763376374,    0.000000000023615040961142895,    0.000000000022714270310914986,     0.00000000002184877762479131
                              50,     0.00000000004240662144571394,     0.00000000004075290962799462,     0.00000000003916637141702895,      0.0000000000376441222016439,    0.000000000036183412571333316,    0.000000000034781616158558255,    0.000000000033436219576422533,    0.000000000032144817090773566,     0.00000000003090510767080411,     0.00000000002971489245094858,    0.000000000028572071812989923,    0.000000000027474641967061533,     0.00000000002642069115228263,    0.000000000025408395620841983,     0.00000000002443601554486479,     0.00000000002350189094771348
                              51,     0.00000000006839538016319435,     0.00000000006351056868667027,     0.00000000005899592766714808,     0.00000000005482094020833933,     0.00000000005095790625481641,     0.00000000004738157522153235,    0.000000000044068897709477005,    0.000000000040998837212159867,    0.000000000038152199938578875,     0.00000000003551147169454156,    0.000000000033060662711410076,    0.000000000030785163072162704,    0.000000000028671610321422086,     0.00000000002670776961622269,    0.000000000024882425963483854,     0.00000000002318528767097458
                              52,      0.0000000000757025411719937,     0.00000000006975986509569177,     0.00000000006431627456329288,     0.00000000005932664665008748,    0.000000000054749960003567987,    0.000000000050548781414379524,    0.000000000046689150217671366,     0.00000000004314042646511899,    0.000000000039875043625374364,    0.000000000036868214209368913,     0.00000000003409763160641646,     0.00000000003154319105032555,     0.00000000002918673860410811,    0.000000000027011849698392553,     0.00000000002500363546196763,      0.0000000000231485738808943
                              53,     0.00000000008093434865311223,     0.00000000007423505661344226,     0.00000000006814125985958873,     0.00000000006259445483180882,    0.000000000057539741683771846,     0.00000000005292692690068197,    0.000000000048711262552227765,     0.00000000004485330606731687,    0.000000000041318375761838894,     0.00000000003807591878578356,      0.0000000000350989209076157,     0.00000000003236339603064509,     0.00000000002984795743933758,     0.00000000002753346106610025,    0.000000000025402708749608193,    0.000000000023440200390780805
                              54,     0.00000000008641257527935939,      0.0000000000786507903103184,     0.00000000007168947091849374,     0.00000000006543414869275968,     0.00000000005979524516010154,    0.000000000054695259976978426,    0.000000000050069284653212266,    0.000000000045863083683515056,     0.00000000004203096434788839,     0.00000000003853400555522617,    0.000000000035338691750722336,      0.0000000000324158774287755,      0.0000000000297399996577485,     0.00000000002728847245587071,     0.00000000002504121447189421,     0.00000000002298027527248941
                              55,     0.00000000009211339759215245,     0.00000000008271848942622332,     0.00000000007452995886608726,     0.00000000006733214846232401,      0.0000000000609483969888077,     0.00000000005524641135142629,        0.00000000005012651269882,    0.000000000045511454226575386,    0.000000000041339578508660654,     0.00000000003756037975471586,     0.00000000003413158618872294,    0.000000000031017189650745016,     0.00000000002818607546194778,    0.000000000025611042706046522,    0.000000000023268085576950726,    0.000000000021135853989902854
                              56,     0.00000000009800706324955919,      0.0000000000858250577344804,     0.00000000007574709597944875,     0.00000000006716995903340574,     0.00000000005972916996704387,    0.000000000053196874459446556,     0.00000000004741899582706627,     0.00000000004228387020745051,     0.00000000003770601564230024,     0.00000000003361717397273619,     0.00000000002996105255397926,    0.000000000026690068046161503,    0.000000000023763236137461208,    0.000000000021144749739778197,     0.00000000001880298805227424,    0.000000000016709804538472164
                              57,      0.0000000001040583464619914,     0.00000000008721105971661682,     0.00000000007418478969620376,     0.00000000006350139475494667,    0.000000000054502133506382564,      0.0000000000468206375486967,     0.00000000004021911646817438,      0.0000000000345263324230469,     0.00000000002961006609442452,    0.000000000025363339603181546,    0.000000000021696854453049523,    0.000000000018534517789630638,    0.000000000015810619935185773,    0.000000000013467946346926249,    0.000000000011456442464327857,     0.00000000000973221795055578
                              58,     0.00000000010351730867797468,     0.00000000008701700267814726,      0.0000000000743849487258384,     0.00000000006391689342270385,    0.000000000055002241757104254,     0.00000000004732410080356289,     0.00000000004067909657366858,     0.00000000003491866127306624,     0.00000000002992522015203906,     0.00000000002560101876295863,     0.00000000002186230040768475,    0.000000000018636010616669367,    0.000000000015857791180379023,    0.000000000013470668053269473,    0.000000000011424125868026598,    0.000000000009673402963677346
                              59,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              60,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              61,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              62,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
