z,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
                              14,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              15,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              16,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              17,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              18,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              19,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              20,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              21,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              22,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              23,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              24,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              25,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              26,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              27,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              28,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              29,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              30,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              31,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              32,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              33,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              34,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              35,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              36,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              37,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              38,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              39,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              40,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              41,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              42,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              43,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              44,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              45,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              46,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              47,   0.0000000000024047075817012644,   0.0000000000023821324000069016,   0.0000000000022934878585610828,    0.000000000002111232912635379,   0.0000000000018219844830371425,   0.0000000000014262390724385513,    0.000000000000940169591124588,  0.00000000000039038452708092064,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              48,    0.000000000015753937537147022,    0.000000000015655749455164074,    0.000000000015386704275270833,     0.00000000001490985610866573,    0.000000000014211662557375207,       0.000000000013310380617132,    0.000000000012253328400984247,    0.000000000011100235190237242,     0.00000000000992639489604317,    0.000000000008978679812617213,    0.000000000008175825093881502,     0.00000000000747266468728536,    0.000000000006855980568843533,    0.000000000006317671174996638,     0.00000000000585058955491139,    0.000000000005447859091246772
                              49,    0.000000000040047384751160635,     0.00000000003971638200387326,     0.00000000003905321124401141,    0.000000000038040940559445246,    0.000000000036694869319413355,    0.000000000035087804227706587,     0.00000000003332072057475093,     0.00000000003148995422794387,    0.000000000029672503483489475,     0.00000000002798615982612442,    0.000000000026495637303321474,    0.000000000025184087375927116,     0.00000000002403577560662867,    0.000000000023036458871096196,     0.00000000002217225530027417,     0.00000000002142966910681778
                              50,     0.00000000007528478150715489,     0.00000000007436070633861326,     0.00000000007292648822034196,     0.00000000007099032449938634,      0.0000000000686592555103471,     0.00000000006611046179426878,     0.00000000006350731081222125,     0.00000000006096614671153256,     0.00000000005855836777482123,      0.0000000000563359654324296,     0.00000000005434987023885869,     0.00000000005260423202555332,     0.00000000005108357833867633,    0.000000000049768111792010717,     0.00000000004863749419364964,    0.000000000047672155453676175
                              51,     0.00000000012146591392097985,     0.00000000011934084110008576,     0.00000000011655626956646114,      0.0000000001131689603644211,     0.00000000010949772468096017,     0.00000000010584446153269462,     0.00000000010239282275200725,      0.0000000000992273156818776,     0.00000000009637322006462037,      0.0000000000938277742413888,     0.00000000009158714150641455,     0.00000000008963887620290266,     0.00000000008795906954651417,     0.00000000008652049079037236,     0.00000000008529655468354374,     0.00000000008426270947726408
                              52,     0.00000000010901344981628323,     0.00000000010499531647357267,     0.00000000010002850589749076,      0.0000000000946272766262622,     0.00000000008942099896540251,      0.0000000000847296066517254,     0.00000000008063427010051644,     0.00000000007710632100766278,     0.00000000007408057061312439,     0.00000000007148737140276168,     0.00000000006926789296271626,      0.0000000000673763855814948,     0.00000000006577290990744753,     0.00000000006442162896179838,     0.00000000006329097147870897,     0.00000000006235348628499455
                              53,     0.00000000009978505425918258,     0.00000000009255045933736917,     0.00000000008434360131187834,     0.00000000007663830456743022,     0.00000000007012965925264036,     0.00000000006483692039047658,     0.00000000006056677174560913,     0.00000000005710894034641128,    0.000000000054288465674383487,     0.00000000005197080397169824,     0.00000000005005592225996862,     0.00000000004847163918341762,    0.000000000047164644890025415,     0.00000000004609353498905553,     0.00000000004522509572499965,     0.00000000004453217251880649
                              54,     0.00000000009378073626156147,     0.00000000008086862912327782,     0.00000000006860008321231015,     0.00000000005909824666167072,    0.000000000052152956642009766,    0.000000000047066778566937107,     0.00000000004327555255489004,     0.00000000004039467705644543,    0.000000000038169565571977845,      0.0000000000364302866173474,     0.00000000003506135906857859,     0.00000000003398342685460259,     0.00000000003314119634537314,     0.00000000003249479425016527,     0.00000000003201430557366491,      0.0000000000316765166771413
                              55,     0.00000000009100058233737422,     0.00000000006881422038918649,    0.000000000053086097914205936,    0.000000000043436034548185974,     0.00000000003739007036860389,    0.000000000033423583302316606,     0.00000000003071637108687289,     0.00000000002881684095312479,     0.00000000002746360035506145,    0.000000000026497570452553132,    0.000000000025817571381650625,    0.000000000025357015796535958,    0.000000000025071034147936622,     0.00000000002492855160381209,    0.000000000024907255266388715,    0.000000000024990494868350603
                              56,     0.00000000009144474924225617,     0.00000000005658982781818254,     0.00000000004068453662563444,      0.0000000000331887276404455,     0.00000000002924103456975975,    0.000000000027001088121504345,    0.000000000025689940228170164,    0.000000000024936109378735383,    0.000000000024544177590293366,    0.000000000024403038481608877,    0.000000000024445498535954804,    0.000000000024628897192766557,    0.000000000024925172920483516,     0.00000000002531530949824425,     0.00000000002578595134934778,    0.000000000026327295477468373
                              57,     0.00000000009511345279799663,     0.00000000005048178334466409,    0.000000000039168906057767186,     0.00000000003525895990629209,     0.00000000003372061835786661,     0.00000000003317520481938788,     0.00000000003313071593991256,     0.00000000003337605786569648,    0.000000000033807850757195585,     0.00000000003437019430399818,    0.000000000035030413298309977,     0.00000000003576813282109422,     0.00000000003656993269871536,     0.00000000003742652362029608,     0.00000000003833110040709178,     0.00000000003927831584945834
                              58,    0.000000000058195313866883155,     0.00000000002429832859839161,    0.000000000019232755162124726,    0.000000000017970615696175408,    0.000000000017713259133461175,    0.000000000017842343650510836,    0.000000000018161796942786598,    0.000000000018593647205591255,    0.000000000019101669060763607,    0.000000000019666957765479246,    0.000000000020278648943032254,     0.00000000002092990761477301,     0.00000000002161602007934606,    0.000000000022333415925674574,     0.00000000002307911646001015,    0.000000000023850392996279087
                              59,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              60,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              61,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              62,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
